holder_id,household_id,parcel_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s2q01,s2q01a,s2q02,s2q03,s2q04a_1,s2q04a_2,s2q04a_os,s2q04b_1,s2q04b_2,s2q04b_3,s2q04b_4,s2q05,s2q05_os,s2q06,s2q07_1,s2q07_2,s2q08,s2q09_1,s2q09_2,s2q10a,s2q10b,s2q10c,s2q11,s2q11_os,s2q12_1,s2q12_2,s2q12_os,s2q13,s2q14,s2q15a,s2q15b,s2q15c,s2q16,s2q16_os,s2q17
01070208880140903201,010702088801409032,3,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,32,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,3500,,,,5. Mixed type,,2. Fair
01070208880140903201,010702088801409032,4,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,32,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,5. Mixed type,,2. Fair
01070208880140904001,010702088801409040,1,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,40,1,1. crop production only,**CONFIDENTIAL**,1,3,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,3500,,,,5. Mixed type,,2. Fair
01070208880140904001,010702088801409040,2,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,40,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,5. Mixed type,,2. Fair
01070208880140904801,010702088801409048,1,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,48,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,5000,,,,5. Mixed type,,2. Fair
01070208880140904801,010702088801409048,2,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,48,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,4,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,12000,,,,5. Mixed type,,2. Fair
01070208880140904801,010702088801409048,3,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,48,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,5. Mixed type,,2. Fair
01070208880140905601,010702088801409056,1,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,56,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,3,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,4000,,,,4. Luvisol,,2. Fair
01070208880140905601,010702088801409056,2,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,56,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,7500,,,,5. Mixed type,,1. Good
01070208880140905601,010702088801409056,3,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,56,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,6000,,,,5. Mixed type,,2. Fair
01070208880140905601,010702088801409056,4,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,56,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2500,,,,3. Vertisol.,,1. Good
01070208880140906401,010702088801409064,1,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,3,1. YES,1. TITLE DEED,,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,18000,,,,5. Mixed type,,2. Fair
01070208880140906401,010702088801409064,2,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,2,2,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,10000,,,,5. Mixed type,,2. Fair
01070208880140906401,010702088801409064,3,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,3. Vertisol.,,1. Good
01070208880140906401,010702088801409064,4,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,"6. RENTAL CONTRACT, REGISTERED","7. LEASE, REGISTERED",,1,,,,6. Shared Crop in,,,,,,,,,,50,3. Full Year,,2. FRIEND/NEIGHBOR,3. VILLAGE HEADMAN,,,,,,,5. Mixed type,,2. Fair
01070208880140906401,010702088801409064,5,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,"6. RENTAL CONTRACT, REGISTERED","7. LEASE, REGISTERED",,1,2,,,6. Shared Crop in,,,,,,,,,,50,3. Full Year,,2. FRIEND/NEIGHBOR,3. VILLAGE HEADMAN,,,,,,,5. Mixed type,,2. Fair
01070208880140906401,010702088801409064,6,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,64,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,"6. RENTAL CONTRACT, REGISTERED","7. LEASE, REGISTERED",,1,,,,6. Shared Crop in,,,,,,,,,,50,3. Full Year,,2. FRIEND/NEIGHBOR,3. VILLAGE HEADMAN,,,,,,,5. Mixed type,,2. Fair
01070208880140907201,010702088801409072,1,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,72,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2500,,,,1. Leptosol,,3. Poor
01070208880140907201,010702088801409072,2,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,72,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,4000,,,,1. Leptosol,,3. Poor
01070208880140907201,010702088801409072,3,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,72,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,3000,,,,1. Leptosol,,3. Poor
01070208880140907201,010702088801409072,4,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,72,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,"6. RENTAL CONTRACT, REGISTERED",,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,1500,,,,5. Mixed type,,2. Fair
01070208880140908001,010702088801409080,1,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,80,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,5000,,,,5. Mixed type,,2. Fair
01070208880140908001,010702088801409080,2,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,80,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,2,,,,,,,,,4. No,8000,,,,5. Mixed type,,2. Fair
01070208880140908001,010702088801409080,3,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,80,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,12000,,,,5. Mixed type,,2. Fair
01070208880140908001,010702088801409080,4,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,80,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,"2. Yes,all in all sharecropped out ",,,,50,5. Mixed type,,2. Fair
01070208880140908001,010702088801409080,5,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,80,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,3. CERTIFICATE OF OCCUPANCY,"6. RENTAL CONTRACT, REGISTERED",,1,,,,6. Shared Crop in,,,,,,,,,,50,3. Full Year,,1. RELATIVE,2. FRIEND/NEIGHBOR,,,,,,,5. Mixed type,,2. Fair
01070208880140908001,010702088801409080,6,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,80,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,3. CERTIFICATE OF OCCUPANCY,,,1,,,,6. Shared Crop in,,,,,,,,,,50,3. Full Year,,1. RELATIVE,2. FRIEND/NEIGHBOR,,,,,,,5. Mixed type,,2. Fair
01070208880140908001,010702088801409080,7,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,80,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,3. CERTIFICATE OF OCCUPANCY,,,1,,,,6. Shared Crop in,,,,,,,,,,50,3. Full Year,,1. RELATIVE,2. FRIEND/NEIGHBOR,,,,,,,5. Mixed type,,2. Fair
01070208880140908002,010702088801409080,1,010702088801409,1. RURAL,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,80,2,2. livestock only ,**CONFIDENTIAL**,3,1,2. NO,,,,,,,,8. Other(specify),bete sebu ga abro yinoral,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,5000,,,,5. Mixed type,,2. Fair
01070308880110701101,010703088801107011,1,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,11,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,"6. RENTAL CONTRACT, REGISTERED",,,1,,,,3. Rent,,,,,,,,150,0,,4. Other Specify,laltewesene gizie lemenor new,99. OTHER (SPECIFY),,yesefer newari,,,,,,5. Mixed type,,2. Fair
01070308880110701101,010703088801107011,2,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,11,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,3. Vertisol.,,2. Fair
01070308880110701101,010703088801107011,3,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,11,1,1. crop production only,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,1500,,,,3. Vertisol.,,2. Fair
01070308880110701101,010703088801107011,4,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,11,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,4. Luvisol,,1. Good
01070308880110702401,010703088801107024,1,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,24,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,150,0,,4. Other Specify,bet new,1. RELATIVE,,,,,,,,5. Mixed type,,2. Fair
01070308880110702401,010703088801107024,2,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,24,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,4. CERTIFICATE OF HEREDITARY ACQUISITION LISTED IN REGISTRY,,,1,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,3. Vertisol.,,2. Fair
01070308880110702401,010703088801107024,3,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,24,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,4. Luvisol,,1. Good
01070308880110702401,010703088801107024,4,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,24,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,1500,,,,4. Luvisol,,1. Good
01070308880110702401,010703088801107024,5,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,24,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2500,,,,4. Luvisol,,1. Good
01070308880110704901,010703088801107049,1,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,49,1,1. crop production only,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,250,0,,4. Other Specify,lemenor,99. OTHER (SPECIFY),,yelela gleseb,,,,,,5. Mixed type,,3. Poor
01070308880110704901,010703088801107049,2,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,49,1,1. crop production only,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,2,,,,,,,,,,4. No,2000,,,,2. Cambisol,,2. Fair
01070308880110704901,010703088801107049,3,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,49,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,2. Gift/Inherited,,1. YES,1,2,1. YES,2,,,,,,,,,,4. No,1500,,,,3. Vertisol.,,2. Fair
01070308880110705901,010703088801107059,1,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,59,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,200,,,,5. Mixed type,,2. Fair
01070308880110705901,010703088801107059,2,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,59,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,3000,,,,4. Luvisol,,1. Good
01070308880110705901,010703088801107059,3,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,59,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,3. Vertisol.,,1. Good
01070308880110705901,010703088801107059,4,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,59,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2500,,,,4. Luvisol,,1. Good
01070308880110705901,010703088801107059,5,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,59,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,3000,,,,3. Vertisol.,,2. Fair
01070308880110707101,010703088801107071,1,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,71,1,2. livestock only ,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,200,,,,5. Mixed type,,2. Fair
01070308880110708601,010703088801107086,1,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,86,1,1. crop production only,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,100,0,,4. Other Specify,laltewesene gizie,99. OTHER (SPECIFY),,yeza sefer newari,,,,,,3. Vertisol.,,2. Fair
01070308880110708601,010703088801107086,2,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,86,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2500,,,,3. Vertisol.,,2. Fair
01070308880110708601,010703088801107086,3,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,86,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2000,,,,3. Vertisol.,,2. Fair
01070308880110708601,010703088801107086,4,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,86,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2000,,,,3. Vertisol.,,2. Fair
01070308880110708601,010703088801107086,5,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,86,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2500,,,,4. Luvisol,,2. Fair
01070308880110709801,010703088801107098,1,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,98,1,1. crop production only,**CONFIDENTIAL**,1,1,2. NO,,,,,,,,3. Rent,,,,,,,,150,0,,3. Full Year,,99. OTHER (SPECIFY),,ye kebelew newari,,,,,,1. Leptosol,,3. Poor
01070308880110709801,010703088801107098,2,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,98,1,1. crop production only,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,2000,,,,3. Vertisol.,,2. Fair
01070308880110711001,010703088801107110,1,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,110,1,1. crop production only,**CONFIDENTIAL**,2,2,1. YES,1. TITLE DEED,,,2,3,,,1. Granted by Local Leaders,,1. YES,2,3,1. YES,2,3,,,,,,,,,4. No,3000,,,,4. Luvisol,,1. Good
01070308880110711001,010703088801107110,2,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,110,1,1. crop production only,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,2,3,,,1. Granted by Local Leaders,,1. YES,2,3,1. YES,2,3,,,,,,,,,4. No,1500,,,,3. Vertisol.,,2. Fair
01070308880110711001,010703088801107110,3,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,110,1,1. crop production only,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,2,3,,,1. Granted by Local Leaders,,1. YES,2,3,1. YES,2,3,,,,,,,,,4. No,2000,,,,3. Vertisol.,,2. Fair
01070308880110711001,010703088801107110,4,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,110,1,1. crop production only,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,2,3,,,1. Granted by Local Leaders,,1. YES,2,3,1. YES,2,3,,,,,,,,,4. No,2000,,,,3. Vertisol.,,1. Good
01070308880110711001,010703088801107110,5,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,110,1,1. crop production only,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,2,3,,,1. Granted by Local Leaders,,1. YES,2,3,1. YES,2,3,,,,,,,,,4. No,2000,,,,4. Luvisol,,1. Good
01070308880110711001,010703088801107110,6,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,110,1,1. crop production only,**CONFIDENTIAL**,2,1,1. YES,1. TITLE DEED,,,2,3,,,1. Granted by Local Leaders,,1. YES,2,3,1. YES,2,3,,,,,,,,,4. No,2000,,,,4. Luvisol,,1. Good
01070308880110712001,010703088801107120,1,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,120,1,1. crop production only,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,1500,,,,5. Mixed type,,2. Fair
01070308880110712001,010703088801107120,2,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,120,1,1. crop production only,**CONFIDENTIAL**,1,3,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,4500,,,,4. Luvisol,,1. Good
01070308880110713601,010703088801107136,1,010703088801107,1. RURAL,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,136,1,1. crop production only,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,,,1,,,,1. Granted by Local Leaders,,1. YES,1,,1. YES,1,,,,,,,,,,4. No,2500,,,,3. Vertisol.,,2. Fair
01070408880040200801,010704088800402008,1,010704088800402,1. RURAL,1822.996803571429,1. TIGRAY,07,04,8,88,004,02,8,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,4,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,15000,,,,3. Vertisol.,,1. Good
01070408880040200801,010704088800402008,2,010704088800402,1. RURAL,1822.996803571429,1. TIGRAY,07,04,8,88,004,02,8,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,7500,,,,3. Vertisol.,,1. Good
01070408880040200801,010704088800402008,3,010704088800402,1. RURAL,1822.996803571429,1. TIGRAY,07,04,8,88,004,02,8,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,12000,,,,3. Vertisol.,,1. Good
01070408880040200801,010704088800402008,4,010704088800402,1. RURAL,1822.996803571429,1. TIGRAY,07,04,8,88,004,02,8,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,2. Gift/Inherited,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,12000,,,,3. Vertisol.,,1. Good
01070408880040201701,010704088800402017,1,010704088800402,1. RURAL,1129.956696428571,1. TIGRAY,07,04,8,88,004,02,17,1,4. none ,**CONFIDENTIAL**,1,1,1. YES,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,,1,3,,,1. Granted by Local Leaders,,1. YES,1,3,1. YES,1,3,,,,,,,,,4. No,1500,,,,3. Vertisol.,,1. Good
01070408880040202101,010704088800402021,1,010704088800402,1. RURAL,1822.996803571429,1. TIGRAY,07,04,8,88,004,02,21,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,8000,,,,3. Vertisol.,,1. Good
01070408880040202101,010704088800402021,2,010704088800402,1. RURAL,1822.996803571429,1. TIGRAY,07,04,8,88,004,02,21,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,15000,,,,3. Vertisol.,,1. Good
01070408880040202101,010704088800402021,3,010704088800402,1. RURAL,1822.996803571429,1. TIGRAY,07,04,8,88,004,02,21,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,12000,,,,3. Vertisol.,,1. Good
01070408880040202101,010704088800402021,4,010704088800402,1. RURAL,1822.996803571429,1. TIGRAY,07,04,8,88,004,02,21,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,1,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,14000,,,,3. Vertisol.,,1. Good
01070408880040203401,010704088800402034,1,010704088800402,1. RURAL,1822.996803571429,1. TIGRAY,07,04,8,88,004,02,34,1,3. Both livestock and crop production,**CONFIDENTIAL**,1,2,1. YES,1. TITLE DEED,2. CERTIFICATE OF CUSTOMARY OWNERSHIP,,1,2,,,1. Granted by Local Leaders,,1. YES,1,2,1. YES,1,2,,,,,,,,,4. No,10000,,,,3. Vertisol.,,1. Good
