ea_id,event_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs7q00,cs7q01_a,cs7q01_b,cs7q01_b_os,cs7q02,cs7q03
150101088800411,1,2. URBAN,15. DIRE DAWA,01,01,8,88,004,11,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewag Nerat,7. Sharp Change in Prices,,2011,100
150101088800411,2,2. URBAN,15. DIRE DAWA,01,01,8,88,004,11,1. EVENTS THAT MADE PEOPLE WORSE OFF,kesra Mefenakel,9. Massive Job Lay-offs,,2010,10
150101088800411,3,2. URBAN,15. DIRE DAWA,01,01,8,88,004,11,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ser Atenat,11. Other Bad (Specify),Sir atent,2010,10
150101088800501,1,1. RURAL,15. DIRE DAWA,01,01,8,88,005,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Gorf,2. Flood,,2010,10
150101088800501,2,1. RURAL,15. DIRE DAWA,01,01,8,88,005,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yewaga nret,7. Sharp Change in Prices,,2011,25
150101088800501,3,1. RURAL,15. DIRE DAWA,01,01,8,88,005,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,Seftynet,19. PSNP,,2010,75
150101088800501,4,1. RURAL,15. DIRE DAWA,01,01,8,88,005,01,2. EVENTS THAT MADE PEOPLE BETTER OFF,Chigign akrebot,20. Other Good (Specify),Legebere yeteshashalu chigignoch akrebot chemrual,2010,80
150101088801007,1,1. RURAL,15. DIRE DAWA,01,01,8,88,010,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,01,1. Drought,,2010,20
150101088801705,1,1. RURAL,15. DIRE DAWA,01,01,8,88,017,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ya zinab itrat,7. Sharp Change in Prices,,2010,75
150101088801705,2,1. RURAL,15. DIRE DAWA,01,01,8,88,017,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,Ya nuro widinat,7. Sharp Change in Prices,,2011,98
150101088802010,1,1. RURAL,15. DIRE DAWA,01,01,8,88,020,10,1. EVENTS THAT MADE PEOPLE WORSE OFF,Zinab itrat,11. Other Bad (Specify),Ya sabil mirti makanas,2010,70
150101088802507,1,1. RURAL,15. DIRE DAWA,01,01,8,88,025,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,Yazinab itrat,7. Sharp Change in Prices,,2009,70
150101088802507,2,1. RURAL,15. DIRE DAWA,01,01,8,88,025,07,1. EVENTS THAT MADE PEOPLE WORSE OFF,yanuro widinat,7. Sharp Change in Prices,,2010,100
150101088802704,1,1. RURAL,15. DIRE DAWA,01,01,8,88,027,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,temch,11. Other Bad (Specify),temch,2010,15
150101088802704,2,1. RURAL,15. DIRE DAWA,01,01,8,88,027,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,yezinab etret,11. Other Bad (Specify),yezinab etret,2011,10
150101088802908,1,2. URBAN,15. DIRE DAWA,01,01,8,88,029,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,yawag nerat,7. Sharp Change in Prices,,2011,100
150101088802908,2,2. URBAN,15. DIRE DAWA,01,01,8,88,029,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Kesra Mfenakel,9. Massive Job Lay-offs,,2010,10
150101088802908,3,2. URBAN,15. DIRE DAWA,01,01,8,88,029,08,1. EVENTS THAT MADE PEOPLE WORSE OFF,Sira Matat,11. Other Bad (Specify),Sira matat,2010,10
150101088803105,1,1. RURAL,15. DIRE DAWA,01,01,8,88,031,05,1. EVENTS THAT MADE PEOPLE WORSE OFF,á‹¨á‹‹áŒ‹ áŠ•áˆ¨á‰µ,7. Sharp Change in Prices,,2010,97
150101088803404,1,1. RURAL,15. DIRE DAWA,01,01,8,88,034,04,1. EVENTS THAT MADE PEOPLE WORSE OFF,1,7. Sharp Change in Prices,,2010,97
150101088803701,1,1. RURAL,15. DIRE DAWA,01,01,8,88,037,01,1. EVENTS THAT MADE PEOPLE WORSE OFF,á‹¨á‹ˆáŒ‹ áŠ•áˆ¨á‰µ,7. Sharp Change in Prices,,2011,95
