household_id,enterprise_id,ea_id,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq14,s12bq01a,s12bq01b,s12bq01c,s12bq02,s12bq02_os,s12bq03_1,s12bq03_2,s12bq04,s12bq05,s12bq06_1,s12bq06_2,s12bq07_1,s12bq07_2,s12bq07_os,s12bq08a,s12bq08b,s12bq09_1,s12bq09_2,s12bq09_os,s12bq10,s12bq11_1,s12bq11_2,s12bq11_3,s12bq12,s12bq13,s12bq14,s12bq15a1,s12bq15a2_1,s12bq15a2_2,s12bq15a2_3,s12bq15b1,s12bq15b2_1,s12bq15b2_2,s12bq15b2_3,s12bq16,s12bq17a,s12bq17b,s12bq17c,s12bq17d,s12bq17e,s12bq17f,s12bq18,s12bq19,s12bq20,s12bq21,s12bq22,s12bq23,s12bq24,s12bq25_1,s12bq25_2,s12bq25_3,s12bq25_os
010602010100216029,1,010602010100216,1637.836773752563,1. TIGRAY,06,02,1,1,002,16,29,2. URBAN,Mechanic,33. REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT,,5. ROADSIDE,,1,,1. YES,,1,,9. CREADIT AND SAVING ASSOCIATION,,,2. OCTOBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,7. OTHER (SPECIFY),yetebelashe yemekina ekawech mekeyayer,2. NO,,,,9,26,4,2. NO,,,,2. NO,,,,12000,4000,0. NONE,1500,0. NONE,2000,500,2. NO,,2. NO,,2. NO,,90,11. ELECTRICITY - ACCESS,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,
010602010100216040,1,010602010100216,1637.836773752563,1. TIGRAY,06,02,1,1,002,16,40,2. URBAN,Mechanic,33. REPAIR AND INSTALLATION OF MACHINERY AND EQUIPMENT,,9. OTHER (SPECIFY),Market,1,,1. YES,,1,,10. OTHER (SPECIFY),,rasu teketro siserabet yeneberow sra,4. DECEMBER,1996,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,26,6,2. NO,,,,2. NO,,,,10000,3000,0. NONE,0. NONE,0. NONE,4000,0. NONE,1. YES,1224,2. NO,,2. NO,,80,11. ELECTRICITY - ACCESS,12. ELECTRICITY - QUALITY,,
010602010100216073,1,010602010100216,1637.836773752563,1. TIGRAY,06,02,1,1,002,16,73,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,2,1. YES,,1,2,1. AGRICULTURAL INCOME,,,2. OCTOBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,12,26,0,2. NO,,,,1. YES,1,,,9000,0. NONE,0. NONE,500,120,300,0. NONE,1. YES,500,2. NO,,2. NO,,100,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,61. TRANSPORT ROAD - ACCESS,
010602010100216095,1,010602010100216,1637.836773752563,1. TIGRAY,06,02,1,1,002,16,95,2. URBAN,Operator and owner,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2008,6. GOVERNMENT,,,2. NO,,,,4,20,2,2. NO,,,,2. NO,,,,5000,5000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,1. YES,4000,2. NO,,2. NO,,90,62. TRANSPORT ROAD - QUALITY,,,
010602010100216106,1,010602010100216,1637.836773752563,1. TIGRAY,06,02,1,1,002,16,106,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,1,2,1. YES,,1,2,3. WAGE OR SALARY INCOME,8. PRIVATE MONEYLENDERS,,2. OCTOBER,2001,7. OTHER (SPECIFY),1. LOCAL CONSUMERS OR PASSERS-BY,Lhizb ymiyagelgl taksi,2. NO,,,,12,26,1,2. NO,,,,2. NO,,,,15000,3000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,1. YES,3000,2. NO,,2. NO,,80,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,61. TRANSPORT ROAD - ACCESS,
010602010100216117,1,010602010100216,1637.836773752563,1. TIGRAY,06,02,1,1,002,16,117,2. URBAN,Weaver,14. MANUFACTURE OF WEARING APPAREL,,3. TRADITIONAL MARKET,,1,,1. YES,,1,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,4. DECEMBER,2001,2. MARKET,1. LOCAL CONSUMERS OR PASSERS-BY,,1. YES,1. SEPTEMBER,5. JANUARY,2. OCTOBER,11,25,0,2. NO,,,,2. NO,,,,9000,0. NONE,0. NONE,0. NONE,300,600,100,2. NO,,2. NO,,2. NO,,100,141. NONE,,,
010604010100137024,1,010604010100137,1500.507772743116,1. TIGRAY,06,04,1,1,001,37,24,2. URBAN,,41. CONSTRUCTION OF BUILDINGS,,8. CONSTRUCTION SITES,,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,8. PRIVATE MONEYLENDERS,,3. NOVEMBER,1994,5. NGOS,1. LOCAL CONSUMERS OR PASSERS-BY,,2. NO,,,,8,25,0,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,1200,1. YES,400,2. NO,,2. NO,,0. NONE,61. TRANSPORT ROAD - ACCESS,,,
010604010100137024,2,010604010100137,1500.507772743116,1. TIGRAY,06,04,1,1,001,37,24,2. URBAN,Accountant,69. LEGAL AND ACCOUNTING ACTIVITIES,,4. SHOP IN COMMERCIAL AREA,,3,,2. NO,2,3,,5. SALE OF ASSETS,,,2. OCTOBER,2009,3. TRADERS,,,2. NO,,,,12,20,0,2. NO,,,,2. NO,,,,0,0. NONE,0. NONE,0. NONE,150,0. NONE,250,1. YES,0. NONE,2. NO,,2. NO,,0. NONE,72. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FORMAL FINANCIAL INSTITUTIONS,,,
010604010100137035,1,010604010100137,1500.507772743116,1. TIGRAY,06,04,1,1,001,37,35,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,10. OTHER (SPECIFY),2. NON-FARM SELF-EMPLOYMENT INCOME,ke balebet neber,8. APRIL,2005,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,27,0,2. NO,,,,1. YES,1,2,3,10000,0. NONE,5000,0. NONE,250,1500,50,1. YES,55,1. YES,1004,2. NO,,15,122. REGISTRATION & PERMITS - TIME AND COST OF OBTAINING ENTERPRISE PERMIT,81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),131. TAXATION - HIGH TAXES,
010604010100137035,2,010604010100137,1500.507772743116,1. TIGRAY,06,04,1,1,001,37,35,2. URBAN,Producing and selling Enjera,10. MANUFACTURE OF FOOD PRODUCTS,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES","1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,3. TRADERS,,2. NO,,,,5,25,0,2. NO,,,,1. YES,1,,,21000,0. NONE,3400,3300,100,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,50,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,,
010604010100137046,1,010604010100137,1500.507772743116,1. TIGRAY,06,04,1,1,001,37,46,2. URBAN,Bar,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,2. NON-FARM SELF-EMPLOYMENT INCOME,,4. DECEMBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,6,25,0,2. NO,,,,1. YES,1,,,12000,0. NONE,5000,250,250,3000,150,1. YES,0. NONE,2. NO,,2. NO,,0. NONE,11. ELECTRICITY - ACCESS,12. ELECTRICITY - QUALITY,,
010604010100137069,1,010604010100137,1500.507772743116,1. TIGRAY,06,04,1,1,001,37,69,2. URBAN,Selling fruits,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"2. HOME, OUTSIDE RESIDENCE",,1,2,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,2. OCTOBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,3. TRADERS,,2. NO,,,,12,22,0,2. NO,,,,1. YES,1,,,80000,0. NONE,45000,0. NONE,2500,10000,1000,1. YES,2500,2. NO,,2. NO,,25,63. TRANSPORT - COST,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),81. MARKETS - ACCESS TO MARKETS (DISTANCE AND COST),
010604010100137080,1,010604010100137,1500.507772743116,1. TIGRAY,06,04,1,1,001,37,80,2. URBAN,Transport service,49. LAND TRANSPORT AND TRANSPORT VIA PIPELINES,,6. MOBILE,,3,1,1. YES,,1,3,2. NON-FARM SELF-EMPLOYMENT INCOME,5. SALE OF ASSETS,,2. OCTOBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,6,15,0,2. NO,,,,1. YES,3,,,3000,0. NONE,0. NONE,0. NONE,0. NONE,1000,0. NONE,1. YES,2000,1. YES,3000,2. NO,,15,41. POSTAL SERVICE - ACCESS,63. TRANSPORT - COST,,
010604010100137110,1,010604010100137,1500.507772743116,1. TIGRAY,06,04,1,1,001,37,110,2. URBAN,Furniture store,31. MANUFACTURE OF FURNITURE,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,8. PRIVATE MONEYLENDERS,,3. NOVEMBER,2006,1. LOCAL CONSUMERS OR PASSERS-BY,2. MARKET,,2. NO,,,,10,25,3,2. NO,,,,1. YES,1,,,40000,4500,5000,12000,1000,7000,100,1. YES,145,1. YES,1500,2. NO,,25,11. ELECTRICITY - ACCESS,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,
010604010100137137,1,010604010100137,1500.507772743116,1. TIGRAY,06,04,1,1,001,37,137,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,2,1,1. YES,,2,1,2. NON-FARM SELF-EMPLOYMENT INCOME,3. WAGE OR SALARY INCOME,,4. DECEMBER,2011,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,5,28,0,2. NO,,,,1. YES,2,1,,30000,0. NONE,18000,0. NONE,200,2000,0. NONE,1. YES,0. NONE,2. NO,,2. NO,,33,92. GOVERNMENT - UNCERTAIN ECONOMIC POLICY,85. MARKETS - DIFFICULTY TO OBTAIN INFORMATION ON INPUT MARKET,,
010604010100137176,1,010604010100137,1500.507772743116,1. TIGRAY,06,04,1,1,001,37,176,2. URBAN,Bar,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,2. NON-FARM SELF-EMPLOYMENT INCOME,,2. OCTOBER,2007,3. TRADERS,1. LOCAL CONSUMERS OR PASSERS-BY,,2. NO,,,,11,25,0,2. NO,,,,1. YES,1,,,60000,0. NONE,47000,0. NONE,1000,4000,500,1. YES,150,1. YES,2500,2. NO,,10,12. ELECTRICITY - QUALITY,63. TRANSPORT - COST,131. TAXATION - HIGH TAXES,
010605010100313088,1,010605010100313,2333.177856558495,1. TIGRAY,06,05,1,1,003,13,88,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,3. WAGE OR SALARY INCOME,,,9. MAY,2005,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,28,0,2. NO,,,,1. YES,1,,,2500,0. NONE,3000,1500,40,2500,100,1. YES,200,2. NO,,2. NO,,50,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),85. MARKETS - DIFFICULTY TO OBTAIN INFORMATION ON INPUT MARKET,,
010606010100423009,1,010606010100423,1922.633249791144,1. TIGRAY,06,06,1,1,004,23,9,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,2,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,6. FEBRUARY,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,6. FEBRUARY,7. MARCH,,12,26,0,1. YES,1,,,2. NO,,,,5000,0. NONE,0. NONE,0. NONE,150,0. NONE,0. NONE,2. NO,,1. YES,1000,2. NO,,2,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,73. FINANCIAL SERVICES - INTEREST RATES,,
010606010100423022,1,010606010100423,1922.633249791144,1. TIGRAY,06,06,1,1,004,23,22,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,5. JANUARY,2006,6. GOVERNMENT,,,2. NO,,,,12,22,0,2. NO,,,,2. NO,,,,5000,0. NONE,50000,50000,3000,0. NONE,0. NONE,1. YES,408,1. YES,2000,2. NO,,10,63. TRANSPORT - COST,12. ELECTRICITY - QUALITY,22. TELECOM - QUALITY,
010606010100423048,1,010606010100423,1922.633249791144,1. TIGRAY,06,06,1,1,004,23,48,2. URBAN,Bakery,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,9. CREADIT AND SAVING ASSOCIATION,,,3. NOVEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,15,0,1. YES,4,,,1. YES,5,1,,7500,2500,13000,10500,500,2000,1350,1. YES,240,1. YES,3700,2. NO,,20,12. ELECTRICITY - QUALITY,33. WATER - COST,86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,
010606010100423061,1,010606010100423,1922.633249791144,1. TIGRAY,06,06,1,1,004,23,61,2. URBAN,Broker,96. OTHER PERSONAL SERVICE ACTIVITIES,,9. OTHER (SPECIFY),Mobile (no fixed place),1,,2. NO,1,1,,10. OTHER (SPECIFY),,menesha capital ayasfelgewm,1. SEPTEMBER,2011,5. NGOS,,,1. YES,2. OCTOBER,,,10,30,0,2. NO,,,,2. NO,,,,1,0. NONE,0. NONE,0. NONE,100,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,2,22. TELECOM - QUALITY,23. TELECOM - COST,63. TRANSPORT - COST,
010606010100423113,1,010606010100423,1922.633249791144,1. TIGRAY,06,06,1,1,004,23,113,2. URBAN,Contractor,41. CONSTRUCTION OF BUILDINGS,,8. CONSTRUCTION SITES,,1,,1. YES,,1,,6. BANK OR COOPERATIVE LOAN,3. WAGE OR SALARY INCOME,,1. SEPTEMBER,2006,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,26,5,2. NO,,,,2. NO,,,,5000,10000,5000,4000,500,1000,0. NONE,1. YES,200,2. NO,,1. YES,300,10,31. WATER - ACCESS,62. TRANSPORT ROAD - QUALITY,,
010606010100423165,1,010606010100423,1922.633249791144,1. TIGRAY,06,06,1,1,004,23,165,2. URBAN,Exporter,45. WHOLESALE AND RETAIL TRADE AND REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,9. MAY,1998,3. TRADERS,,,1. YES,9. MAY,,,12,20,1,2. NO,,,,2. NO,,,,500000,2000,1,1000000,5000,5000,6000,1. YES,250,1. YES,800000,2. NO,,20,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,33. WATER - COST,
010606010100423165,2,010606010100423,1922.633249791144,1. TIGRAY,06,06,1,1,004,23,165,2. URBAN,Beauty salon,96. OTHER PERSONAL SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,2,,1. YES,,2,,7. FAMILY OR FRIENDS LOCATED IN THIS COMMUNITY,,,7. MARCH,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,4,30,2,2. NO,,,,1. YES,2,,,300,800,5000,5000,50,2500,100,1. YES,0. NONE,1. YES,300,2. NO,,20,12. ELECTRICITY - QUALITY,,,
010606010100423191,1,010606010100423,1922.633249791144,1. TIGRAY,06,06,1,1,004,23,191,2. URBAN,Crop trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,5. ROADSIDE,,2,1,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,4. DECEMBER,2010,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,22,0,2. NO,,,,1. YES,1,2,,33000,0. NONE,60000,60000,0. NONE,2000,0. NONE,1. YES,0. NONE,2. NO,,2. NO,,1,140. OTHER (SPECIFY),84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,Ybet kira
010701088800415032,1,010701088800415,2387.1706518724,1. TIGRAY,07,01,8,88,004,15,32,1. RURAL,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,"1. HOME, INSIDE RESIDENCE",,2,,1. YES,,2,,1. AGRICULTURAL INCOME,,,4. DECEMBER,2007,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,7. MARCH,,,12,30,0,2. NO,,,,1. YES,1,3,,2000,0. NONE,5000,2000,300,0. NONE,250,1. YES,350,2. NO,,2. NO,,25,11. ELECTRICITY - ACCESS,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,85. MARKETS - DIFFICULTY TO OBTAIN INFORMATION ON INPUT MARKET,
010702010100112033,1,010702010100112,1372.232358674464,1. TIGRAY,07,02,1,1,001,12,33,2. URBAN,Carpenter,31. MANUFACTURE OF FURNITURE,,"2. HOME, OUTSIDE RESIDENCE",,1,2,1. YES,,1,2,2. NON-FARM SELF-EMPLOYMENT INCOME,,,8. APRIL,2011,2. MARKET,,,1. YES,5. JANUARY,6. FEBRUARY,7. MARCH,6,12,1,2. NO,,,,2. NO,,,,2000,0. NONE,0. NONE,50000,0. NONE,0. NONE,0. NONE,1. YES,0. NONE,1. YES,200,2. NO,,20,13. ELECTRICITY - COST,12. ELECTRICITY - QUALITY,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,
010702010100112049,1,010702010100112,1372.232358674464,1. TIGRAY,07,02,1,1,001,12,49,2. URBAN,Bakery,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,4. SHOP IN COMMERCIAL AREA,,2,,1. YES,,2,,2. NON-FARM SELF-EMPLOYMENT INCOME,,,1. SEPTEMBER,1989,5. NGOS,,,2. NO,,,,12,24,25,2. NO,,,,2. NO,,,,5000,2500,4500,20000,500,7000,2300,1. YES,600,2. NO,,2. NO,,20,12. ELECTRICITY - QUALITY,13. ELECTRICITY - COST,33. WATER - COST,
010702010100112073,1,010702010100112,1372.232358674464,1. TIGRAY,07,02,1,1,001,12,73,2. URBAN,Retailer,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,3. TRADITIONAL MARKET,,1,2,1. YES,,1,2,1. AGRICULTURAL INCOME,,,4. DECEMBER,2008,2. MARKET,1. LOCAL CONSUMERS OR PASSERS-BY,,1. YES,10. JUNE,11. JULY,12. AUGUST,8,2,0,2. NO,,,,2. NO,,,,4000,0. NONE,0. NONE,4500,120,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,10,61. TRANSPORT ROAD - ACCESS,63. TRANSPORT - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,
010702088801409008,1,010702088801409,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,8,1. RURAL,Producing materials from clay,32. OTHER MANUFACTURING,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,4. DECEMBER,2006,2. MARKET,,,2. NO,,,,6,16,0,2. NO,,,,2. NO,,,,150,0. NONE,0. NONE,0. NONE,120,0. NONE,0. NONE,1. YES,0. NONE,2. NO,,2. NO,,100,63. TRANSPORT - COST,84. MARKETS - ACCESS TO INPUT MARKETS (DISTANCE AND COST),86. MARKETS - DIFFICULTY TO OBTAIN INPUTS,
010702088801409024,1,010702088801409,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,24,1. RURAL,Boutique,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,2,1. AGRICULTURAL INCOME,,,2. OCTOBER,2002,2. MARKET,,,2. NO,,,,12,3,0,2. NO,,,,1. YES,1,2,,5000,0. NONE,0. NONE,0. NONE,80,0. NONE,0. NONE,1. YES,250,2. NO,,2. NO,,5,63. TRANSPORT - COST,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,,
010702088801409080,1,010702088801409,2226.911482993197,1. TIGRAY,07,02,8,88,014,09,80,1. RURAL,Livestock trader,"47. RETAIL TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,3. TRADITIONAL MARKET,,3,,1. YES,,1,3,2. NON-FARM SELF-EMPLOYMENT INCOME,,,3. NOVEMBER,2010,2. MARKET,,,1. YES,4. DECEMBER,,,6,8,0,2. NO,,,,2. NO,,,,2000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,15,41. POSTAL SERVICE - ACCESS,62. TRANSPORT ROAD - QUALITY,63. TRANSPORT - COST,
010703088801107011,1,010703088801107,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,11,1. RURAL,Carpenter,96. OTHER PERSONAL SERVICE ACTIVITIES,,6. MOBILE,,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,6. FEBRUARY,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,6. FEBRUARY,,,6,18,0,2. NO,,,,2. NO,,,,18000,0. NONE,0. NONE,0. NONE,2000,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,95,61. TRANSPORT ROAD - ACCESS,63. TRANSPORT - COST,22. TELECOM - QUALITY,
010703088801107024,1,010703088801107,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,24,1. RURAL,Guard,80. SECURITY AND INVESTIGATION ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,10. OTHER (SPECIFY),,minm minch ayasfeligewum,3. NOVEMBER,2009,7. OTHER (SPECIFY),,eyetebeke new,2. NO,,,,12,5,0,2. NO,,,,1. YES,3,4,,1200,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,1. YES,120,2. NO,,50,"101. SAFETY - CRIMINALITY, THEFT AND LAWLESSNESS",,,
010703088801107024,2,010703088801107,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,24,1. RURAL,Labourer,96. OTHER PERSONAL SERVICE ACTIVITIES,,9. OTHER (SPECIFY),In a desert,3,,1. YES,,3,,10. OTHER (SPECIFY),,mnm minch ayasfelgewum,5. JANUARY,2010,7. OTHER (SPECIFY),,lemangnawum dingay felagi sew,1. YES,6. FEBRUARY,,,7,5,0,2. NO,,,,2. NO,,,,4000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,1. YES,200,2. NO,,100,61. TRANSPORT ROAD - ACCESS,,,
010703088801107032,1,010703088801107,5734.833986175116,1. TIGRAY,07,03,8,88,011,07,32,1. RURAL,Mason,96. OTHER PERSONAL SERVICE ACTIVITIES,,8. CONSTRUCTION SITES,,1,,1. YES,,1,,5. SALE OF ASSETS,,,6. FEBRUARY,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,5. JANUARY,,,7,20,0,2. NO,,,,2. NO,,,,8000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,90,141. NONE,,,
010703088801107049,1,010703088801107,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,49,1. RURAL,Tailor,96. OTHER PERSONAL SERVICE ACTIVITIES,,"1. HOME, INSIDE RESIDENCE",,1,,1. YES,,1,,5. SALE OF ASSETS,,,4. DECEMBER,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,11. JULY,,,12,20,0,2. NO,,,,1. YES,2,,,3000,0. NONE,0. NONE,10000,300,2000,0. NONE,2. NO,,1. YES,500,2. NO,,80,11. ELECTRICITY - ACCESS,64. TRANSPORT - FACILITIES TO TRANSPORT GOODS,71. FINANCIAL SERVICES - POSSIBILITY TO BORROW FROM FAMILY,
010703088801107059,1,010703088801107,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,59,1. RURAL,Oil distributer,"46. WHOLESALE TRADE, EXCEPT OF MOTOR VEHICLES AND MOTORCYCLES",,4. SHOP IN COMMERCIAL AREA,,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,5. JANUARY,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,2. NO,,,,12,7,0,2. NO,,,,1. YES,2,4,1,3000,0. NONE,20000,0. NONE,1000,0. NONE,1000,1. YES,1500,2. NO,,2. NO,,80,141. NONE,,,
010703088801107086,1,010703088801107,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,86,1. RURAL,Selling beer and local beer,56. FOOD AND BEVERAGE SERVICE ACTIVITIES,,"2. HOME, OUTSIDE RESIDENCE",,1,,1. YES,,1,,1. AGRICULTURAL INCOME,,,6. FEBRUARY,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,4. DECEMBER,5. JANUARY,6. FEBRUARY,12,20,0,2. NO,,,,1. YES,3,4,,4000,0. NONE,0. NONE,0. NONE,500,1200,0. NONE,1. YES,400,2. NO,,1. YES,300,75,131. TAXATION - HIGH TAXES,12. ELECTRICITY - QUALITY,31. WATER - ACCESS,
010703088801107092,1,010703088801107,5734.833986175116,1. TIGRAY,07,03,8,88,011,07,92,1. RURAL,Selling stones,8. OTHER MINING AND QUARRYING,,9. OTHER (SPECIFY),In a desert,1,,1. YES,,1,2,10. OTHER (SPECIFY),,mnm minch ayasfelgewum,4. DECEMBER,2009,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,6. FEBRUARY,5. JANUARY,,7,20,0,2. NO,,,,2. NO,,,,10000,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,0. NONE,2. NO,,2. NO,,2. NO,,90,141. NONE,,,
010703088801107110,1,010703088801107,1574.649331797235,1. TIGRAY,07,03,8,88,011,07,110,1. RURAL,Bilyardo table game house,93. SPORTS ACTIVITIES AND AMUSEMENT AND RECREATION ACTIVITIES,,3. TRADITIONAL MARKET,,2,,1. YES,,2,,1. AGRICULTURAL INCOME,,,9. MAY,2008,1. LOCAL CONSUMERS OR PASSERS-BY,,,1. YES,5. JANUARY,,,12,25,0,2. NO,,,,1. YES,2,3,,1500,0. NONE,0. NONE,0. NONE,0. NONE,200,0. NONE,2. NO,,2. NO,,2. NO,,50,141. NONE,,,
