ea_id,saq14,saq01,saq02,saq03,saq04,saq05,saq06,saq07,cs6q01,cs6q02,cs6q03_1,cs6q03_2,cs6q03_3,cs6q04_1,cs6q04_2,cs6q04_3,cs6q05,cs6q06,cs6q07,cs6q08,cs6q09,cs6q10,cs6q11,cs6q12,cs6q12_os,cs6q13,cs6q13_os,cs6q14,cs6q14_os,cs6q14a,cs6q14b,cs6q14c,cs6q15,cs6q15_os,cs6q16a,cs6q16a_os,cs6q16b,cs6q16b_os,cs6q16c,cs6q16c_os,cs6q16d,cs6q16d_os,cs6q17a,cs6q17a_os,cs6q17b,cs6q17b_os,cs6q17c,cs6q17c_os,cs6q17d,cs6q17d_os,cs6q18a,cs6q18a_os,cs6q18b,cs6q18b_os,cs6q18c,cs6q18c_os,cs6q18d,cs6q18d_os,cs6q18e,cs6q18e_os,cs6q18f,cs6q18f_os,cs6q18g,cs6q18g_os,cs6q18h,cs6q18h_os
070904088801204,1. RURAL,7. SNNP,09,04,8,88,012,04,1. YES,bekolo berbere ruz,7,,,4,,,2. The Right Amount,3. Too Late,3. Too Late,1. YES,,1. YES,40,3. Union,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,4. Better,,2. Worse,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,
070909088800504,1. RURAL,7. SNNP,09,09,8,88,005,04,1. YES,bekolo enset buna,4,5,6,4,,,1. Too Much,3. Too Late,3. Too Late,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,
071003088801004,1. RURAL,7. SNNP,10,03,8,88,010,04,1. YES,"02,07,64",6,11,3,2,3,9,1. Too Much,3. Too Late,3. Too Late,1. YES,,2. NO,,3. Union,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,2. Less,,2. Less,,4. Better,,4. Better,,4. Better,,4. Better,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,
071005020100101,2. URBAN,7. SNNP,10,05,2,1,001,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071008088801603,1. RURAL,7. SNNP,10,08,8,88,016,03,1. YES,"02,01,08,07,62,74",12,7,,4,2,5,1. Too Much,3. Too Late,3. Too Late,1. YES,,1. YES,40,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,2. Worse,,4. Better,,3. About the Same,
071013088801005,1. RURAL,7. SNNP,10,13,8,88,010,05,1. YES,"01,60,74,56",11,12,,5,9,4,1. Too Much,3. Too Late,3. Too Late,1. YES,,2. NO,,1. Government,,4. Other (Specify),yelem,4. Other (Specify),yelem,2. NO,2. NO,2. NO,2. Modern,,3. About the Same Number,,"9. Not Applicable, explain",mirt zer akirabi yelem,3. About the Same Number,,"9. Not Applicable, explain",yelem,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,5. Much Better,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,
071016010100610,2. URBAN,7. SNNP,10,16,1,1,006,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071104088800912,1. RURAL,7. SNNP,11,04,8,88,009,12,1. YES,Bekello,2,3,4,10,,,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. More,,5. Much Better,,5. Much Better,,5. Much Better,,5. Much Better,,5. Much Better,,4. Better,,2. Worse,,2. Worse,,4. Better,,4. Better,,2. Worse,,4. Better,
071110010100102,2. URBAN,7. SNNP,11,10,1,1,001,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071110088800906,1. RURAL,7. SNNP,11,10,8,88,009,06,1. YES,Bekollo,7,8,9,10,11,,2. The Right Amount,1. Very early,3. Too Late,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,2. Worse,,4. Better,,4. Better,,4. Better,,1. Much Worse,,4. Better,,4. Better,,4. Better,,2. Worse,,4. Better,
071201088801101,1. RURAL,7. SNNP,12,01,8,88,011,01,1. YES,"Enset(74),Snde(08),Ater(15)",5,11,10,10,4,3,2. The Right Amount,2. Right time,1. Very early,1. YES,,2. NO,,3. Union,,3. Union,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,1. More,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,4. Better,,4. Better,,3. About the Same,,3. About the Same,
071201088802507,1. RURAL,7. SNNP,12,01,8,88,025,07,1. YES,"bekolo,tef, sn de",8,11,12,4,5,3,2. The Right Amount,3. Too Late,1. Very early,1. YES,,1. YES,30,3. Union,,2. Private,,3. Union,,1. YES,2. NO,1. YES,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,
071304010100212,2. URBAN,7. SNNP,13,04,1,1,002,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071308010100210,2. URBAN,7. SNNP,13,08,1,1,002,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071501030100102,2. URBAN,7. SNNP,15,01,3,1,001,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071502088801308,1. RURAL,7. SNNP,15,02,8,88,013,08,1. YES,"02,07,06",7,12,,10,5,4,3. Too Late,3. Too Late,3. Too Late,1. YES,,1. YES,200,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,1. Much Worse,,4. Better,,1. Much Worse,,3. About the Same,,5. Much Better,,2. Worse,,4. Better,,4. Better,
071504088803610,1. RURAL,7. SNNP,15,04,8,88,036,10,1. YES,"Bekolo, key masha key adenguare",7,6,,12,5,,3. Too Late,3. Too Late,2. Right time,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,2. Less,,4. Better,,3. About the Same,,4. Better,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,2. Worse,,1. Much Worse,,4. Better,
071601088800404,1. RURAL,7. SNNP,16,01,8,88,004,04,1. YES,02.  07. 06,7,8,9,3,4,5,1. Too Much,2. Right time,1. Very early,1. YES,,2. NO,,3. Union,,2. Private,,3. Union,,1. YES,1. YES,2. NO,1. Traditional,,1. More,,2. Less,,1. More,,2. Less,,4. Better,,5. Much Better,,1. Much Worse,,4. Better,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,2. Worse,
071601088804904,1. RURAL,7. SNNP,16,01,8,88,049,04,1. YES,02 03. 19. 07  06,7,8,11,2,3,4,3. Too Late,1. Very early,1. Very early,1. YES,,2. NO,,3. Union,,2. Private,,3. Union,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,2. Less,,1. More,,4. Better,,4. Better,,4. Better,,4. Better,,2. Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,
071701030100103,2. URBAN,7. SNNP,17,01,3,1,001,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
071701088802301,1. RURAL,7. SNNP,17,01,8,88,023,01,1. YES,Gebs Sinde Bakele,11,12,10,3,4,5,2. The Right Amount,2. Right time,3. Too Late,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,3. About the Same Number,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,1. Much Worse,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,2. Worse,
071704088800902,1. RURAL,7. SNNP,17,04,8,88,009,02,1. YES,Bokolo Tefi Godere,6,5,11,3,4,2,2. The Right Amount,2. Right time,3. Too Late,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,3. About the Same Number,,3. About the Same Number,,2. Worse,,4. Better,,2. Worse,,4. Better,,2. Worse,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,
071801088800504,1. RURAL,7. SNNP,18,01,8,88,005,04,1. YES,"07,62,64",11,10,8,2,4,3,1. Too Much,1. Very early,3. Too Late,1. YES,,1. YES,25,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,1. More,,1. More,,2. Less,,3. About the Same,,4. Better,,2. Worse,,4. Better,,4. Better,,4. Better,,2. Worse,,3. About the Same,,4. Better,,4. Better,,4. Better,,3. About the Same,
071801088801406,1. RURAL,7. SNNP,18,01,8,88,014,06,1. YES,"07,62,64",6,11,12,2,1,4,1. Too Much,1. Very early,3. Too Late,1. YES,,1. YES,25,3. Union,,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,1. More,,2. Less,,1. More,,2. Less,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,4. Better,,4. Better,,2. Worse,,4. Better,,4. Better,,2. Worse,,2. Worse,,2. Worse,
071901088801705,1. RURAL,7. SNNP,19,01,8,88,017,05,1. YES,Bokolo aAdenguware Godere,7,8,6,3,4,5,2. The Right Amount,2. Right time,1. Very early,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,1. More,,3. About the Same Number,,2. Worse,,4. Better,,4. Better,,2. Worse,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,
071901088803902,1. RURAL,7. SNNP,19,01,8,88,039,02,1. YES,Bokolo Adenguware Ruzi,7,6,8,2,3,,1. Too Much,3. Too Late,1. Very early,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,2. Less,,2. Less,,1. More,,1. More,,3. About the Same,,2. Worse,,2. Worse,,2. Worse,,4. Better,,3. About the Same,,2. Worse,,4. Better,,4. Better,,5. Much Better,,5. Much Better,,3. About the Same,
072001088800308,1. RURAL,7. SNNP,20,01,8,88,003,08,1. YES,Sende Gebs Ater,10,11,,4,5,,1. Too Much,3. Too Late,3. Too Late,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,2. NO,2. NO,1. YES,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,5. Much Better,,4. Better,,3. About the Same,,4. Better,,4. Better,,5. Much Better,,1. Much Worse,,2. Worse,,5. Much Better,,3. About the Same,,2. Worse,,5. Much Better,
072003088802401,1. RURAL,7. SNNP,20,03,8,88,024,01,1. YES,Be kolo sende mashale Berebere,9,10,11,4,5,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,2. Worse,,4. Better,,2. Worse,,2. Worse,,4. Better,,4. Better,,4. Better,,3. About the Same,
072005010100203,2. URBAN,7. SNNP,20,05,1,1,002,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120101088801001,1. RURAL,12. GAMBELA,01,01,8,88,010,01,1. YES,á‰ á‰†áˆŽ:áˆ°áˆŠáŒ¥:á‰²áˆ›á‰²áˆ,8,,,2,10,,3. Too Late,3. Too Late,1. Very early,1. YES,,1. YES,50,4. Other (Specify),áˆ›á‹³á‰ áˆªá‹« á‰ áŠ áŠ¨á‰£á‰¢á‹ á‹¨áˆˆáˆ,2. Private,,2. Private,,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",Madaberya Ayishetmi,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,1. Much Worse,,1. Much Worse,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,3. About the Same,,4. Better,
120102088800501,1. RURAL,12. GAMBELA,01,02,8,88,005,01,1. YES,á‰ á‰†áˆŽ:áˆ°áˆŠáŒ¥:,8,,,2,12,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),áˆ›á‹³á‰ áˆªá‹« á‰ áŠ áŠ¨á‰£á‰¢á‹ áŠ á‹­áˆ½áŒ¥áˆ,2. Private,,2. Private,,2. NO,1. YES,2. NO,1. Traditional,,"9. Not Applicable, explain",áˆ›á‹³á‰ áˆªá‹« á‰ áŠ áŠ¨á‰£á‰¢á‹ á‹¨áˆˆáˆ,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,3. About the Same,
120103010100101,2. URBAN,12. GAMBELA,01,03,1,1,001,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120103010100402,2. URBAN,12. GAMBELA,01,03,1,1,004,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120103088800301,1. RURAL,12. GAMBELA,01,03,8,88,003,01,1. YES,á‰ á‰†áˆŽ(02),8,,,3,,,3. Too Late,3. Too Late,1. Very early,1. YES,,2. NO,,4. Other (Specify),áˆ›á‹³á‰ áˆªá‹« á‰ áŠ áŠ¨á‰£á‰¢á‹ áŠ á‹­á‰³á‹ˆá‰…áˆ,4. Other (Specify),á‰ áŠ áŠ¨á‰£á‰¢á‹ á‹¨á‰°á‰£á‹­ áˆ›áŒ¥áá‹« áŠ á‹­á‰³á‹ˆá‰…áˆ,4. Other (Specify),á‰ áŠ áŠ¨á‰£á‰¢á‹ áˆáˆ­áŒ¥(á‹¨á‰°áˆ»áˆ»áˆˆ)á‹˜áˆ­ áŠ á‰…áˆ«á‰¢ á‹¨áˆˆáˆ,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",áˆ›á‹³á‰ áˆªá‹« á‹¨áˆˆáˆ,"9. Not Applicable, explain",áˆáˆ­áŒ¥ á‹˜áˆ­ á‹¨áˆˆáˆ,3. About the Same Number,,"9. Not Applicable, explain",áŠ áŠ¨á‹á‹á‹­ á‹¨áˆˆáˆ,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
120105010100102,2. URBAN,12. GAMBELA,01,05,1,1,001,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120105030100103,2. URBAN,12. GAMBELA,01,05,3,1,001,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120105088800804,1. RURAL,12. GAMBELA,01,05,8,88,008,04,1. YES,mashela,4,5,6,4,5,6,2. The Right Amount,2. Right time,2. Right time,1. YES,,1. YES,15,4. Other (Specify),0,2. Private,,4. Other (Specify),0,2. NO,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",0,2. Less,,1. More,,2. Less,,"9. Not Applicable, explain",0,3. About the Same,,2. Worse,,2. Worse,,4. Better,,4. Better,,2. Worse,,9. Not Applicable,0,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,
120105088801201,1. RURAL,12. GAMBELA,01,05,8,88,012,01,1. YES,0,13,,,13,,,2. The Right Amount,3. Too Late,3. Too Late,1. YES,,2. NO,,4. Other (Specify),seble aaayamertum,4. Other (Specify),seble ayamertum,4. Other (Specify),seble ayamertum,2. NO,2. NO,2. NO,3. Other (Specify),0,"9. Not Applicable, explain",0,"9. Not Applicable, explain",0,"9. Not Applicable, explain",0,"9. Not Applicable, explain",0,"9. Not Applicable, explain",0,2. Worse,,2. Worse,,1. Much Worse,,2. Worse,,9. Not Applicable,sebil mirt bakababiw aymeretm,2. Worse,,9. Not Applicable,ageleglotu yelem,2. Worse,,2. Worse,,2. Worse,,2. Worse,
120106010100108,2. URBAN,12. GAMBELA,01,06,1,1,001,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120106010100205,2. URBAN,12. GAMBELA,01,06,1,1,002,05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120106010100215,2. URBAN,12. GAMBELA,01,06,1,1,002,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120106010100303,2. URBAN,12. GAMBELA,01,06,1,1,003,03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120106010100313,2. URBAN,12. GAMBELA,01,06,1,1,003,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120106010100323,2. URBAN,12. GAMBELA,01,06,1,1,003,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120106010100504,2. URBAN,12. GAMBELA,01,06,1,1,005,04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120106010100515,2. URBAN,12. GAMBELA,01,06,1,1,005,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120106010100525,2. URBAN,12. GAMBELA,01,06,1,1,005,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120201010100102,2. URBAN,12. GAMBELA,02,01,1,1,001,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120201088800501,1. RURAL,12. GAMBELA,02,01,8,88,005,01,1. YES,"2,6",9,,,12,,,1. Too Much,3. Too Late,3. Too Late,1. YES,,2. NO,,4. Other (Specify),yelem,4. Other (Specify),yelem,1. Government,,1. YES,1. YES,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,3. About the Same,,4. Better,,2. Worse,,2. Worse,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,3. About the Same,
120201088802501,1. RURAL,12. GAMBELA,02,01,8,88,025,01,1. YES,2,3,9,,6,11,,1. Too Much,1. Very early,3. Too Late,1. YES,,2. NO,,4. Other (Specify),ayagegnim,4. Other (Specify),akiribotu yelem,4. Other (Specify),yelem,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
120202088802101,1. RURAL,12. GAMBELA,02,02,8,88,021,01,1. YES,bokolo,10,11,,1,12,,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,4. Other (Specify),ayetekemem,4. Other (Specify),ayetekemem,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",ayetekemem,3. About the Same Number,,"9. Not Applicable, explain",yelem,"9. Not Applicable, explain",yelem,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
120203010100102,2. URBAN,12. GAMBELA,02,03,1,1,001,02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120205010100101,2. URBAN,12. GAMBELA,02,05,1,1,001,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120301010100101,2. URBAN,12. GAMBELA,03,01,1,1,001,01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120301010100113,2. URBAN,12. GAMBELA,03,01,1,1,001,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120301010100211,2. URBAN,12. GAMBELA,03,01,1,1,002,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120301088800101,1. RURAL,12. GAMBELA,03,01,8,88,001,01,1. YES,74 72 02,8,12,7,4,5,9,1. Too Much,1. Very early,2. Right time,1. YES,,2. NO,,4. Other (Specify),yelem,1. Government,,1. Government,,1. YES,1. YES,2. NO,1. Traditional,,2. Less,,3. About the Same Number,,3. About the Same Number,,2. Less,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
120301088800201,1. RURAL,12. GAMBELA,03,01,8,88,002,01,1. YES,72 06 02,7,9,8,1,2,5,1. Too Much,2. Right time,3. Too Late,1. YES,,1. YES,25,4. Other (Specify),aniekemim,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,2. Worse,,4. Better,,4. Better,,4. Better,,3. About the Same,,4. Better,
120301088800404,1. RURAL,12. GAMBELA,03,01,8,88,004,04,1. YES,72 74,5,10,7,1,2,5,2. The Right Amount,2. Right time,2. Right time,1. YES,,1. YES,15,4. Other (Specify),yelem,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,2. Worse,,4. Better,,2. Worse,,2. Worse,,4. Better,,4. Better,,2. Worse,,4. Better,,4. Better,,2. Worse,,4. Better,,4. Better,
120301088800707,1. RURAL,12. GAMBELA,03,01,8,88,007,07,1. YES,"72,02,06",9,7,11,2,4,12,1. Too Much,2. Right time,3. Too Late,1. YES,,2. NO,,4. Other (Specify),madaberiya kebelew lay aytawekim,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",madaberiya aysetachewum,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
120301088801001,1. RURAL,12. GAMBELA,03,01,8,88,010,01,1. YES,"Bokolo , Mashila",10,7,,3,11,12,2. The Right Amount,2. Right time,3. Too Late,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,,4. Better,,3. About the Same,
120302088800703,1. RURAL,12. GAMBELA,03,02,8,88,007,03,1. YES,Buna Bekolo Mashsila,10,,,3,,,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,1. Government,,2. Private,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,4. Better,,3. About the Same,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
120302088800803,1. RURAL,12. GAMBELA,03,02,8,88,008,03,1. YES,Buna,10,,,2,,,1. Too Much,1. Very early,3. Too Late,2. NO,9,2. NO,,1. Government,,1. Government,,1. Government,,2. NO,2. NO,2. NO,1. Traditional,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,
120302088801002,1. RURAL,12. GAMBELA,03,02,8,88,010,02,1. YES,"72,02,06",8,10,,3,4,5,2. The Right Amount,2. Right time,2. Right time,1. YES,,2. NO,,1. Government,,1. Government,,1. Government,,1. YES,2. NO,2. NO,2. Modern,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,2. Worse,,3. About the Same,,3. About the Same,,3. About the Same,
120302088801501,1. RURAL,12. GAMBELA,03,02,8,88,015,01,1. YES,"02,10,62",7,9,10,11,12,4,1. Too Much,2. Right time,3. Too Late,1. YES,,2. NO,,4. Other (Specify),Weredaw lay madaberyia yelm/ aytawekim,1. Government,,1. Government,,1. YES,2. NO,2. NO,1. Traditional,,"9. Not Applicable, explain",aytawekim,3. About the Same Number,,3. About the Same Number,,3. About the Same Number,,4. Better,,4. Better,,3. About the Same,,4. Better,,4. Better,,4. Better,,3. About the Same,,3. About the Same,,3. About the Same,,3. About the Same,,4. Better,,3. About the Same,
120401010100108,2. URBAN,12. GAMBELA,04,01,1,1,001,08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
