holder_id,household_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s7q01,s7q02,s7q03,s7q03_os,s7q04,s7q05,s7q05_os,s7q06,s7q07,s7q07_os,s7q08,s7q08_os,s7q09,s7q10,s7q10_os,s7q11_1,s7q11_2,s7q11_os,s7q12,s7q13,s7q13_os,s7q14,s7q15,s7q15_os,s7q16,s7q16_os,s7q17,s7q18,s7q18_os,s7q19,s7q20,s7q21,s7q22,s7q23,s7q24,s7q25,s7q26,s7q27,s7q28_1,s7q28_2,s7q28_os,s7q29,s7q30,s7q31_1,s7q31_2,s7q31_3,s7q31_os,s7q32a_1,s7q32a_2,s7q32b_1,s7q32b_2,s7q32c_1,s7q32c_2
03060208880221005501,030602088802210055,030602088802210,1. RURAL,7383.122763864044,3. AMHARA,06,02,8,88,022,10,55,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,3. SKEPTICAL OF THE OUTCOME,,2. NO,,,5. DOES NOT YIELD ANY RESULTS,,1. YES,,,4. COOPERATIVE,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,425,0,300,125,0,,300,125,,,,,1. YES,40,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
03060208880221006301,030602088802210063,030602088802210,1. RURAL,7383.122763864044,3. AMHARA,06,02,8,88,022,10,63,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,1. IGNORANCE,,2. NO,,,5. DOES NOT YIELD ANY RESULTS,,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,475,0,275,200,0,,275,200,,,,,1. YES,42,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
03060208880221007101,030602088802210071,030602088802210,1. RURAL,7383.122763864044,3. AMHARA,06,02,8,88,022,10,71,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,1. IGNORANCE,,2. NO,,,4. IGNORANCE,,1. YES,,,4. COOPERATIVE,,,3,,,3,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,575,0,300,275,0,,300,275,,,,,1. YES,40,1. TERRACING,,,,0,,0,,0.25,3. LITER
03060208880221007901,030602088802210079,030602088802210,1. RURAL,7383.122763864044,3. AMHARA,06,02,8,88,022,10,79,1,3. Both livestock and crop production,1. YES,1. YES,,,2. NO,3. SKEPTICAL OF THE OUTCOME,,2. NO,,,5. DOES NOT YIELD ANY RESULTS,,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,312,0,150,162,0,,150,162,,,,,1. YES,43,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0.17,3. LITER
03060608880020200901,030606088800202009,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,9,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,1,4. USING HORSE OR COW,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,200,0,100,100,0,,100,100,,,,,1. YES,25,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
03060608880020202201,030606088800202022,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,22,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,1,4. USING HORSE OR COW,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,250,0,100,150,0,,250,150,,5. OTHER (SPECIFY),,There is no Difference,2. NO,,,,,,0,,0,,0,
03060608880020203401,030606088800202034,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,34,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,500,0,250,250,0,,250,250,,,,,1. YES,25,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
03060608880020204601,030606088800202046,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,46,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,300,0,150,150,0,,150,150,,,,,1. YES,25,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
03060608880020205600,030606088800202056,030606088800202,1. RURAL,1506.641487014089,3. AMHARA,06,06,8,88,002,02,56,0,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03060608880020205901,030606088800202059,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,59,1,1. crop production only,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,200,0,100,100,0,,70,70,,4. I GAVE IT TO ANOTHER PERSON,,,2. NO,,,,,,0,,0,,200,3. LITER
03060608880020205902,030606088800202059,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,59,2,1. crop production only,1. YES,2. NO,3. LACK OF MONEY,,2. NO,5. LACK OF ADEQUATE CROP FIELD,,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,3. IGNORANCE,,6. NEVER USED FERTILIZER,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
03060608880020205903,030606088800202059,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,59,3,1. crop production only,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,5. OTHER (SPECIFY),,From Relatives,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,60,0,30,30,0,,30,30,,,,,2. NO,,,,,,0,,0,,0,
03060608880020207101,030606088800202071,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,71,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,1,4. USING HORSE OR COW,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,250,0,150,100,0,,150,100,,,,,2. NO,,,,,,0,,0,,0,
03060608880020208301,030606088800202083,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,83,1,1. crop production only,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,1,3. BY PAIRING MINE W/OTHER ANIMAL,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,200,0,100,100,0,,100,100,,,,,2. NO,,,,,,0,,0,,0,
03060608880020209501,030606088800202095,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,95,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,400,0,200,200,0,,200,150,,2. TO USE FOR BELG SEASON,,,1. YES,25,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
03060608880020210701,030606088800202107,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,107,1,1. crop production only,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,200,0,100,100,0,,100,100,,,,,1. YES,25,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
03060608880020211901,030606088800202119,030606088800202,1. RURAL,7894.801391953826,3. AMHARA,06,06,8,88,002,02,119,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,500,0,250,250,0,,250,250,,,,,1. YES,25,1. TERRACING,5. ROAD CONSTRUCTION,,,0,,0,,0,
03060608880020213500,030606088800202135,030606088800202,1. RURAL,1506.641487014089,3. AMHARA,06,06,8,88,002,02,135,0,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03061008880070801201,030610088800708012,030610088800708,1. RURAL,8159.261285909714,3. AMHARA,06,10,8,88,007,08,12,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,4. COOPERATIVE,,,0,4. USING HORSE OR COW,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,110,0,55,55,0,,55,55,,,,,1. YES,3,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
03061008880070802801,030610088800708028,030610088800708,1. RURAL,8159.261285909714,3. AMHARA,06,10,8,88,007,08,28,1,3. Both livestock and crop production,1. YES,2. NO,7. OTHERS(SPECIFY),Used Organic fertilizer,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,6. NEVER USED FERTILIZER,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,15,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
03061008880070804401,030610088800708044,030610088800708,1. RURAL,485.6703146374829,3. AMHARA,06,10,8,88,007,08,44,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03061008880070804501,030610088800708045,030610088800708,1. RURAL,8159.261285909714,3. AMHARA,06,10,8,88,007,08,45,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,250,0,100,150,0,,100,138,,2. TO USE FOR BELG SEASON,,,2. NO,,,,,,0,,0,,0,
03061008880070806101,030610088800708061,030610088800708,1. RURAL,8159.261285909714,3. AMHARA,06,10,8,88,007,08,61,1,1. crop production only,1. YES,1. YES,,,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,0,50,50,0,,50,50,,,,,1. YES,5,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
03061008880070807701,030610088800708077,030610088800708,1. RURAL,8159.261285909714,3. AMHARA,06,10,8,88,007,08,77,1,1. crop production only,1. YES,1. YES,,,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,4. Two-wheel tractor (2WT),,2. Use livestock to thresh the crop,,2. NO,,,100,0,50,50,0,,7,50,,2. TO USE FOR BELG SEASON,,,1. YES,3,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
03061008880070809301,030610088800708093,030610088800708,1. RURAL,8159.261285909714,3. AMHARA,06,10,8,88,007,08,93,1,1. crop production only,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,50,0,25,25,0,,12,15,,2. TO USE FOR BELG SEASON,,,2. NO,,,,,,0,,0,,0,
03061008880070810901,030610088800708109,030610088800708,1. RURAL,8159.261285909714,3. AMHARA,06,10,8,88,007,08,109,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,2. NO,5. OTHERS(SPECIFY),Small land size/ Shortage of crop land,4. COOPERATIVE,,,1,2. BY PAIRING MINE W/SOMEONE'S OX,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,1. YES,5. áˆŒáˆ‹ (á‹­áŒˆáˆˆá…),Shared cropped in form other holder,200,0,100,100,0,,44,39,,2. TO USE FOR BELG SEASON,,,1. YES,4,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
03061008880070812501,030610088800708125,030610088800708,1. RURAL,8159.261285909714,3. AMHARA,06,10,8,88,007,08,125,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,0,4. USING HORSE OR COW,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,200,0,100,100,0,,40,42,,1. TO USE REMAINING FOR ANOTHER TIME,,,1. YES,5,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
03061008880070814101,030610088800708141,030610088800708,1. RURAL,8159.261285909714,3. AMHARA,06,10,8,88,007,08,141,1,2. livestock only ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03061008880070815701,030610088800708157,030610088800708,1. RURAL,8159.261285909714,3. AMHARA,06,10,8,88,007,08,157,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,4. COOPERATIVE,,,1,3. BY PAIRING MINE W/OTHER ANIMAL,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,150,0,50,100,0,,50,56,,4. I GAVE IT TO ANOTHER PERSON,,,2. NO,,,,,,0,,0,,0,
03061408880100300701,030614088801003007,030614088801003,1. RURAL,7884.485648439136,3. AMHARA,06,14,8,88,010,03,7,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,4. IGNORANCE,,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,0,50,50,0,,50,50,,,,,1. YES,40,11. STONE TERRACING,,,,0,,0,,0,
03061408880100301701,030614088801003017,030614088801003,1. RURAL,7884.485648439136,3. AMHARA,06,14,8,88,010,03,17,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,3. INADEQUATE SERVICE PROVIDED,,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,150,0,100,50,0,,100,50,,,,,1. YES,30,11. STONE TERRACING,,,,0,,0,,22,1. GRAM
03061408880100301901,030614088801003019,030614088801003,1. RURAL,1487.63880159229,3. AMHARA,06,14,8,88,010,03,19,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03061408880100302901,030614088801003029,030614088801003,1. RURAL,7884.485648439136,3. AMHARA,06,14,8,88,010,03,29,1,1. crop production only,2. NO,2. NO,2. HIGH PRICE,,2. NO,7. OTHERS(SPECIFY),Due to Illness,2. NO,,,2. UNABLE TO PAY THE LOAN,,2. NO,5. OTHERS(SPECIFY),Due to Illness,6. NEVER USED FERTILIZER,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
03061408880100303201,030614088801003032,030614088801003,1. RURAL,1487.63880159229,3. AMHARA,06,14,8,88,010,03,32,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03061408880100304001,030614088801003040,030614088801003,1. RURAL,7884.485648439136,3. AMHARA,06,14,8,88,010,03,40,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,100,0,50,50,0,,50,50,,,,,1. YES,40,11. STONE TERRACING,,,,200,1. GRAM,0,,6,1. GRAM
03061408880100305001,030614088801003050,030614088801003,1. RURAL,7884.485648439136,3. AMHARA,06,14,8,88,010,03,50,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,203,0,102,101,0,,102,101,,,,,1. YES,30,11. STONE TERRACING,,,,0.05,3. LITER,0,,0,
03061408880100306001,030614088801003060,030614088801003,1. RURAL,7884.485648439136,3. AMHARA,06,14,8,88,010,03,60,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,3,,,3,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,108,0,58,50,0,,58,50,,,,,1. YES,40,11. STONE TERRACING,,,,0.25,3. LITER,0,,0,
03061408880100307001,030614088801003070,030614088801003,1. RURAL,7884.485648439136,3. AMHARA,06,14,8,88,010,03,70,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,0,4. USING HORSE OR COW,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,290,0,195,95,0,,195,95,,,,,1. YES,30,11. STONE TERRACING,,,,0.25,3. LITER,0,,0.5,3. LITER
03061408880100307004,030614088801003070,030614088801003,1. RURAL,7884.485648439136,3. AMHARA,06,14,8,88,010,03,70,4,1. crop production only,1. YES,1. YES,,,1. YES,,,2. NO,,,4. IGNORANCE,,1. YES,,,3. MERCHANTS,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,10,0,5,5,0,,5,5,,,,,2. NO,,,,,,0,,0,,0,
03061408880100308001,030614088801003080,030614088801003,1. RURAL,7884.485648439136,3. AMHARA,06,14,8,88,010,03,80,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,4. IGNORANCE,,1. YES,,,3. MERCHANTS,,,0,6. USING BORROWED OXEN,,0,6. Four-wheel Tractor with ploughs,,2. Use livestock to thresh the crop,,2. NO,,,2,0,2,0,0,,2,,,,,,1. YES,40,11. STONE TERRACING,,,,0,,0,,0,
03061408880100309001,030614088801003090,030614088801003,1. RURAL,7884.485648439136,3. AMHARA,06,14,8,88,010,03,90,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,155,0,103,52,0,,103,52,,,,,1. YES,30,11. STONE TERRACING,,,,1,3. LITER,0,,10,1. GRAM
03061408880100310101,030614088801003101,030614088801003,1. RURAL,7884.485648439136,3. AMHARA,06,14,8,88,010,03,101,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,1. YES,4. COOPERATIVE,,,,1. YES,,,4. COOPERATIVE,,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,150,0,50,100,0,,50,100,,,,,1. YES,40,11. STONE TERRACING,,,,0.26,3. LITER,0,,0,
03070108880091900701,030701088800919007,030701088800919,1. RURAL,8543.574317492416,3. AMHARA,07,01,8,88,009,19,7,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,2,,,1,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,267,0,151,116,0,,151,116,,,,,1. YES,30,1. TERRACING,3. CONSERVATION ACTIVITIES,,,3,3. LITER,0,,0,
03070108880091901701,030701088800919017,030701088800919,1. RURAL,8543.574317492416,3. AMHARA,07,01,8,88,009,19,17,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,1,3. BY PAIRING MINE W/OTHER ANIMAL,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,325,0,200,125,0,,200,125,,,,,1. YES,22,1. TERRACING,3. CONSERVATION ACTIVITIES,8. TRENCHES,,0.5,3. LITER,0,,0,
03070108880091902701,030701088800919027,030701088800919,1. RURAL,8543.574317492416,3. AMHARA,07,01,8,88,009,19,27,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,0,0,0,0,0,,,,,,,,1. YES,20,1. TERRACING,3. CONSERVATION ACTIVITIES,6. SEWERAGE CONSTRUCTION,,0,,0,,0,
03070108880091903301,030701088800919033,030701088800919,1. RURAL,1076.921132457027,3. AMHARA,07,01,8,88,009,19,33,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03070108880091903801,030701088800919038,030701088800919,1. RURAL,8543.574317492416,3. AMHARA,07,01,8,88,009,19,38,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,3,,,3,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,255,0,125,130,0,,125,130,,,,,1. YES,16,1. TERRACING,3. CONSERVATION ACTIVITIES,8. TRENCHES,,2,3. LITER,0,,0,
03070108880091904801,030701088800919048,030701088800919,1. RURAL,1076.921132457027,3. AMHARA,07,01,8,88,009,19,48,1,4. none ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03070108880091904901,030701088800919049,030701088800919,1. RURAL,8543.574317492416,3. AMHARA,07,01,8,88,009,19,49,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,2. PRIVATE ORGANIZATION,4. COOPERATIVE,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,250,0,100,150,0,,100,150,,,,,1. YES,32,1. TERRACING,3. CONSERVATION ACTIVITIES,,,2,3. LITER,0,,0,
03070108880091905901,030701088800919059,030701088800919,1. RURAL,8543.574317492416,3. AMHARA,07,01,8,88,009,19,59,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,4. IGNORANCE,,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,2,0,2,0,0,,2,,,,,,2. NO,,,,,,0.2,3. LITER,0,,0,
03070108880091906901,030701088800919069,030701088800919,1. RURAL,8543.574317492416,3. AMHARA,07,01,8,88,009,19,69,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,240,0,105,135,0,,105,135,,,,,1. YES,32,1. TERRACING,3. CONSERVATION ACTIVITIES,8. TRENCHES,,3.5,3. LITER,0,,0,
03070108880091908001,030701088800919080,030701088800919,1. RURAL,8543.574317492416,3. AMHARA,07,01,8,88,009,19,80,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,0,0,0,0,0,,,,,,,,2. NO,,,,,,0,,0,,0,
03070108880091909001,030701088800919090,030701088800919,1. RURAL,8543.574317492416,3. AMHARA,07,01,8,88,009,19,90,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,3,,,3,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,569,0,266,303,0,,266,303,,,,,1. YES,32,1. TERRACING,3. CONSERVATION ACTIVITIES,,,0,,0,,0,
03070108880091910001,030701088800919100,030701088800919,1. RURAL,8543.574317492416,3. AMHARA,07,01,8,88,009,19,100,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,6. OTHERS(SPECIFY),I don't Need credit / I have adequate money,1. YES,,,1. GOVERNMENT ORGANIZATION,4. COOPERATIVE,,2,,,2,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,184,0,82,102,0,,82,102,,,,,1. YES,28,1. TERRACING,3. CONSERVATION ACTIVITIES,8. TRENCHES,,1,3. LITER,0,,1,3. LITER
03070308880291100401,030703088802911004,030703088802911,1. RURAL,5640.507713562053,3. AMHARA,07,03,8,88,029,11,4,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,2. UNABLE TO PAY THE LOAN,,1. YES,,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,1. By beating with stick/ separate with hand,,2. NO,,,100,0,50,50,0,,50,50,,,,,1. YES,17,1. TERRACING,2. TREE PLANTING,3. CONSERVATION ACTIVITIES,,0,,0,,0,
03070308880291101001,030703088802911010,030703088802911,1. RURAL,5640.507713562053,3. AMHARA,07,03,8,88,029,11,10,1,3. Both livestock and crop production,1. YES,1. YES,,,1. YES,,,2. NO,,,5. DOES NOT YIELD ANY RESULTS,,1. YES,,,4. COOPERATIVE,,,0,6. USING BORROWED OXEN,,0,1. Traditional plough (Maresha),,2. Use livestock to thresh the crop,,2. NO,,,152,0,51,101,0,,12,50,,5. OTHER (SPECIFY),,Used it for belg season,2. NO,,,,,,0,,0,,0,
