holder_id,household_id,harvestedcrop_id,ea_id,saq14,pw_w4,saq01,saq02,saq03,saq04,saq05,saq06,saq07,saq08,saq09,saq15,s11q00a,s11q01,s11q02a1,s11q02a2,s11q02b1,s11q02b2,s11q03a1,s11q03a2,s11q03a2_os,s11q04,s11q07,s11q08_1,s11q08_2,s11q09_1,s11q09_2,s11q10,s11q10_os,s11q11a,s11q11b,s11q11b_os,s11q12,s11q13_1,s11q13_2,s11q14a,s11q14b,s11q15,s11q16,s11q16_os,s11q17,s11q18a1,s11q18a2,s11q18a2_os,s11q19a1,s11q19a2,s11q19a2_os,s11q20a1,s11q20a2,s11q20a2_os,s11q21a1,s11q21a2,s11q21a2_os,s11q21a3,s11q22_1,s11q22_2,s11q22_os,s11q23,s11q24,s11q24_os,s11q25,s11q25a,s11q25a_os,s11q26_1,s11q26_2,s11q26_os,s11q27a,s11q27b,s11q27c,s11q27d,s11q27e
03050508880050503001,030505088800505030,4,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,30,1,3. Both livestock and crop production,nech shinkurt,55. GARLIC,,,,,0.5,152. Sahin Medium,,,2. NO,,,,,,,,,,,,,,,,,,,0.5,152. Sahin Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03050508880050504101,030505088800505041,1,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,41,1,1. Crop production only,dinch,60. POTATOES,,,,,8,152. Sahin Medium,,,2. NO,,,,,,,,,,,,,,,,,,,8,152. Sahin Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03050508880050506101,030505088800505061,1,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,61,1,3. Both livestock and crop production,gebis,1. BARLEY,,,,,18,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,1. YES,1. Unprotected Pile,,17,122. Madaberia/Nuse/Shera/Cheret Medium,,5. ELEVATION,,,10,70,10,10,100
03050508880050506101,030505088800505061,2,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,61,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,152. Sahin Medium,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,1.9,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,10,50,0,40,100
03050508880050506101,030505088800505061,3,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,61,1,3. Both livestock and crop production,misr,14. LENTILS,,,,,2,152. Sahin Medium,,,2. NO,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,2,152. Sahin Medium,,4. DID NOTHING,,,0,0,0,100,100
03050508880050507101,030505088800505071,1,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,71,1,3. Both livestock and crop production,gebis,1. BARLEY,,,,,7.5,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,2,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,1. YES,7. Rented Store,,5.5,122. Madaberia/Nuse/Shera/Cheret Medium,,5. ELEVATION,,,0,85,0,15,100
03050508880050508101,030505088800505081,1,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,81,1,3. Both livestock and crop production,gebis,1. BARLEY,,,,,1,152. Sahin Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,152. Sahin Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03050508880050508101,030505088800505081,2,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,81,1,3. Both livestock and crop production,nech shinkurt,55. GARLIC,,,,,0.5,152. Sahin Medium,,,2. NO,,,,,,,,,,,,,,,,,,,0.5,152. Sahin Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03050508880050509101,030505088800505091,1,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,91,1,3. Both livestock and crop production,gebis,1. BARLEY,,,,,14.5,122. Madaberia/Nuse/Shera/Cheret Medium,,,1. YES,2,,2,,5. MAIN MARKET,,2,152. Sahin Medium,,40,2,,5. January,2011,1,1. On Foot,,0,2,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,1. YES,1. Unprotected Pile,,12.25,122. Madaberia/Nuse/Shera/Cheret Medium,,5. ELEVATION,,,0,80,0,20,100
03050508880050509101,030505088800505091,2,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,91,1,3. Both livestock and crop production,misr,14. LENTILS,,,,,6,152. Sahin Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,152. Sahin Medium,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,5,152. Sahin Medium,,4. DID NOTHING,,,0,40,0,60,100
03050508880050509101,030505088800505091,3,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,91,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,,,,,2,152. Sahin Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,152. Sahin Medium,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,1,152. Sahin Medium,,4. DID NOTHING,,,0,100,0,0,100
03050508880050509101,030505088800505091,4,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,91,1,3. Both livestock and crop production,nech shinkurt,55. GARLIC,,,,,2,152. Sahin Medium,,,2. NO,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,1. YES,2. Heaped in House,,2,152. Sahin Medium,,4. DID NOTHING,5. ELEVATION,,0,50,0,50,100
03050508880050510101,030505088800505101,1,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,101,1,3. Both livestock and crop production,gebis,1. BARLEY,,,,,48,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,3,122. Madaberia/Nuse/Shera/Cheret Medium,,0,,,0,,,0,,,,,,,1. YES,1. Unprotected Pile,,45,122. Madaberia/Nuse/Shera/Cheret Medium,,5. ELEVATION,,,0,90,0,10,100
03050508880050510101,030505088800505101,2,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,101,1,3. Both livestock and crop production,misr,14. LENTILS,,,,,1.25,122. Madaberia/Nuse/Shera/Cheret Medium,,,2. NO,,,,,,,,,,,,,,,,,,,4,152. Sahin Medium,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,1.12,122. Madaberia/Nuse/Shera/Cheret Medium,,4. DID NOTHING,,,0,50,0,50,100
03050508880050510101,030505088800505101,3,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,101,1,3. Both livestock and crop production,bakela,13. HORSE BEANS,,,,,5,121. Madaberia/Nuse/Shera/Cheret Small,,,2. NO,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,5,121. Madaberia/Nuse/Shera/Cheret Small,,4. DID NOTHING,,,0,100,0,0,100
03050508880050510101,030505088800505101,4,030505088800505,1. RURAL,7749.423704610364,3. AMHARA,05,05,8,88,005,05,101,1,3. Both livestock and crop production,nech shinkurt,55. GARLIC,,,,,1,152. Sahin Medium,,,2. NO,,,,,,,,,,,,,,,,,,,1,152. Sahin Medium,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020600901,030512088800206009,1,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,9,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,,,,,4,53. Chinet Large,,,1. YES,2,,2,,5. MAIN MARKET,,1,53. Chinet Large,,1000,1,2,4. December,2011,1,3. Drapht Animals,,0,1,53. Chinet Large,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,2,53. Chinet Large,,4. DID NOTHING,,,50,50,0,0,100
03051208880020600901,030512088800206009,2,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,9,1,3. Both livestock and crop production,áˆµáŠ•á‹´,8. WHEAT,,,,,9,53. Chinet Large,,,1. YES,1,2,2,,5. MAIN MARKET,,1,53. Chinet Large,,600,1,2,4. December,2011,1,3. Drapht Animals,,,2,53. Chinet Large,,2.5,53. Chinet Large,,0,,,0,,,,,,,1. YES,3. Bags in House,,4,53. Chinet Large,,4. DID NOTHING,,,0,90,0,10,100
03051208880020600901,030512088800206009,3,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,9,1,3. Both livestock and crop production,áŒˆá‰¥áˆµ,1. BARLEY,,,,,2,53. Chinet Large,,,1. YES,1,2,2,,5. MAIN MARKET,,1,53. Chinet Large,,300,2,,3. November,2011,1,3. Drapht Animals,,,0,,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,1,53. Chinet Large,,4. DID NOTHING,,,0,50,0,50,100
03051208880020600901,030512088800206009,4,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,9,1,3. Both livestock and crop production,á‰£á‰„áˆ‹,13. HORSE BEANS,,,,,4,53. Chinet Large,,,2. NO,,,,,,,,,,,,,,,,,,,1,53. Chinet Large,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,3,53. Chinet Large,,4. DID NOTHING,,,0,75,0,25,100
03051208880020600901,030512088800206009,5,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,9,1,3. Both livestock and crop production,á‰€á‹­ áˆ½áŠ•áŠ©áˆ­á‰µ,58. ONION,,,,,5,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,5,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020600901,030512088800206009,6,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,9,1,3. Both livestock and crop production,áˆ€á‰ áˆ» áŒŽáˆ˜áŠ•,56. KALE,,,,,10,900. Other (Specify),Chibit,,2. NO,,,,,,,,,,,,,,,,,,,10,900. Other (Specify),Chibet,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020602101,030512088800206021,1,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,21,1,3. Both livestock and crop production,á‰¡áŠ“,72. COFFEE,2. 2011,3. November,2. 2011,4. December,3,113. Kunna/Mishe/Kefer/Enkib Large,,78,2. NO,,,,,,,,,,,,,,,,,,,3,113. Kunna/Mishe/Kefer/Enkib Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020602101,030512088800206021,2,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,21,1,3. Both livestock and crop production,áŒŒáˆ¾,75. GESHO,2. 2011,2. October,2. 2011,2. October,3,53. Chinet Large,,76,1. YES,1,2,2,,5. MAIN MARKET,,2,53. Chinet Large,,350,1,2,3. November,2011,2,1. On Foot,,0,1,53. Chinet Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020602101,030512088800206021,3,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,21,1,3. Both livestock and crop production,áˆµáŠ•á‹´,8. WHEAT,,,,,2,53. Chinet Large,,,2. NO,,,,,,,,,,,,,,,,,,,5,153. Sahin Large,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,2,53. Chinet Large,,4. DID NOTHING,,,0,95,0,5,100
03051208880020602101,030512088800206021,4,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,21,1,3. Both livestock and crop production,á‰ƒáˆªá‹«,59. GREEN PEPPER,,,,,3,153. Sahin Large,,,2. NO,,,,,,,,,,,,,,,,,,,5,153. Sahin Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,1,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,áˆµáŠ•á‹´,8. WHEAT,,,,,4,111. Kunna/Mishe/Kefer/Enkib Small,,,2. NO,,,,,,,,,,,,,,,,,,,4,111. Kunna/Mishe/Kefer/Enkib Small,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,2,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,,,,,2,53. Chinet Large,,,1. YES,1,2,1,2,5. MAIN MARKET,,5,153. Sahin Large,,150,1,2,4. December,2011,1,1. On Foot,,0,1,53. Chinet Large,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,1,53. Chinet Large,,4. DID NOTHING,,,0,100,0,0,100
03051208880020603301,030512088800206033,3,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,á‰€á‹­ áˆ½áŠ•áŠ©áˆ­á‰µ,58. ONION,,,,,14,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,14,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,4,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,áŠáŒ­  áˆ½áŠ•áŠ©áˆ­á‰µ,55. GARLIC,,,,,4,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,4,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,5,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,,,,,6,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,6,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,6,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,á‰£á‰„áˆ‹,13. HORSE BEANS,,,,,1,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,1,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,7,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,á‹±á‰£,61. PUMPKINS,,,,,7,900. Other (Specify),Piece/number,,2. NO,,,,,,,,,,,,,,,,,,,7,900. Other (Specify),Piece/number,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,8,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,á‰ áˆ¶á‰¥áˆ‹,80. SACRED BASIL,2. 2011,2. October,2. 2011,3. November,1,900. Other (Specify),Chibit,12,2. NO,,,,,,,,,,,,,,,,,,,1,900. Other (Specify),Chibet,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,9,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,á‰ƒáˆªá‹«,59. GREEN PEPPER,,,,,1,151. Sahin Small,,,2. NO,,,,,,,,,,,,,,,,,,,1,151. Sahin Small,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,10,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,á‰¡áŠ“,72. COFFEE,2. 2011,3. November,2. 2011,3. November,9,1. Kilogram,,37,2. NO,,,,,,,,,,,,,,,,,,,9,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,11,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,á‰²áˆ›á‰²áˆ,63. TOMATOES,,,,,1,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,1,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,12,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,áŠ á‰°áˆ­,15. FIELD PEAS,,,,,3,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,3,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020603301,030512088800206033,13,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,33,1,3. Both livestock and crop production,áŒŒáˆ¾,75. GESHO,2. 2011,3. November,2. 2011,3. November,1,53. Chinet Large,,0,2. NO,,,,,,,,,,,,,,,,,,,1,53. Chinet Large,,8,53. Chinet Large,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020604501,030512088800206045,1,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,45,1,3. Both livestock and crop production,á‰£á‰„áˆ‹,13. HORSE BEANS,,,,,20,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,5,1. Kilogram,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,15,1. Kilogram,,2. SMOKING,5. ELEVATION,,0,80,0,20,100
03051208880020604501,030512088800206045,2,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,45,1,3. Both livestock and crop production,áŠ á‰°áˆ­,15. FIELD PEAS,,,,,10,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,3,111. Kunna/Mishe/Kefer/Enkib Small,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,7,111. Kunna/Mishe/Kefer/Enkib Small,,4. DID NOTHING,,,0,60,0,40,100
03051208880020604501,030512088800206045,3,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,45,1,3. Both livestock and crop production,áŒˆá‰¥áˆµ,1. BARLEY,,,,,2,111. Kunna/Mishe/Kefer/Enkib Small,,,2. NO,,,,,,,,,,,,,,,,,,,1,111. Kunna/Mishe/Kefer/Enkib Small,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,1,111. Kunna/Mishe/Kefer/Enkib Small,,4. DID NOTHING,,,0,20,0,80,100
03051208880020604501,030512088800206045,4,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,45,1,3. Both livestock and crop production,á‰°áˆá‰£,23. LINESEED,,,,,10,112. Kunna/Mishe/Kefer/Enkib Medium,,,2. NO,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,10,111. Kunna/Mishe/Kefer/Enkib Small,,4. DID NOTHING,,,50,40,0,10,100
03051208880020604501,030512088800206045,6,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,45,1,3. Both livestock and crop production,áŠ á‰¥áˆ½,36. FENUGREEK,2. 2011,3. November,2. 2011,4. December,3,153. Sahin Large,,0,2. NO,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,3,153. Sahin Large,,4. DID NOTHING,,,0,90,0,10,100
03051208880020604501,030512088800206045,7,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,45,1,3. Both livestock and crop production,á‰€á‹­ áŠ á‹°áŠ•áŒ“áˆ¬,19. RED KIDENY BEANS,,,,,4,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,4,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020604501,030512088800206045,8,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,45,1,3. Both livestock and crop production,áŠáŒ­ áˆ½áŠ•áŠ©áˆ­á‰µ,55. GARLIC,,,,,20,1. Kilogram,,,1. YES,1,,1,,5. MAIN MARKET,,15,1. Kilogram,,300,1,2,3. November,2011,2,1. On Foot,,,3,1. Kilogram,,0,,,0,,,0,,,,,,,1. YES,1. Unprotected Pile,,2,1. Kilogram,,2. SMOKING,,,0,0,0,100,100
03051208880020604501,030512088800206045,9,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,45,1,3. Both livestock and crop production,á‰€á‹­ áˆ½áŠ•áŠ©áˆ­á‰µ,58. ONION,,,,,20,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,20,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020604501,030512088800206045,10,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,45,1,3. Both livestock and crop production,á‰ áˆ­á‰ áˆ¬,38. RED PEPPER,,,,,1,3. Quintal,,,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020604501,030512088800206045,11,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,45,1,3. Both livestock and crop production,áŒŒáˆ¾,75. GESHO,2. 2011,3. November,2. 2011,3. November,1,113. Kunna/Mishe/Kefer/Enkib Large,,13,2. NO,,,,,,,,,,,,,,,,,,,2,113. Kunna/Mishe/Kefer/Enkib Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020604501,030512088800206045,12,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,45,1,3. Both livestock and crop production,á‰¡áŠ“,72. COFFEE,2. 2011,2. October,2. 2011,4. December,25,1. Kilogram,,5,2. NO,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,25,1. Kilogram,,4. DID NOTHING,,,100,0,0,0,100
03051208880020605701,030512088800206057,1,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,57,1,3. Both livestock and crop production,áˆµáŠ•á‹´,8. WHEAT,,,,,20,153. Sahin Large,,,2. NO,,,,,,,,,,,,,,,,,,,20,153. Sahin Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020605701,030512088800206057,2,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,57,1,3. Both livestock and crop production,á‹˜áŠ•áŒ‹á‹³,6. SORGHUM,,,,,2,53. Chinet Large,,,2. NO,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,2,53. Chinet Large,,1. SPRAYING,,,0,100,0,0,100
03051208880020605701,030512088800206057,3,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,57,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,,,,,6,53. Chinet Large,,,1. YES,1,,1,,5. MAIN MARKET,,1,53. Chinet Large,,1300,1,,4. December,2011,1,3. Drapht Animals,,,25,1. Kilogram,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,4,53. Chinet Large,,4. DID NOTHING,,,0,95,0,5,100
03051208880020605701,030512088800206057,4,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,57,1,3. Both livestock and crop production,áŠáŒ­ áˆ½áŠ•áŠ©áˆ­á‰µ,55. GARLIC,,,,,1,52. Chinet Medium,,,1. YES,1,,1,,5. MAIN MARKET,,1,52. Chinet Medium,,500,1,,4. December,2011,1,3. Drapht Animals,,0,0,,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020608101,030512088800206081,1,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,81,1,3. Both livestock and crop production,áŒ¤á,7. TEFF,,,,,14.25,53. Chinet Large,,,1. YES,1,2,1,,5. MAIN MARKET,,1.25,53. Chinet Large,,1200,1,2,4. December,2011,1,1. On Foot,,,2,53. Chinet Large,,1,53. Chinet Large,,0,,,0,,,,,,,1. YES,3. Bags in House,,10,53. Chinet Large,,5. ELEVATION,,,20,75,0,5,100
03051208880020608101,030512088800206081,2,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,81,1,3. Both livestock and crop production,á‹˜áŠ•áŒ‹á‹³,6. SORGHUM,,,,,9,53. Chinet Large,,,2. NO,,,,,,,,,,,,,,,,,,,4,111. Kunna/Mishe/Kefer/Enkib Small,,0,,,0,,,0,,,,,,,1. YES,6. PIT/ Gudgad,,5,53. Chinet Large,,4. DID NOTHING,,,0,100,0,0,100
03051208880020608101,030512088800206081,3,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,81,1,3. Both livestock and crop production,áˆµáŠ•á‹´,8. WHEAT,,,,,30,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,30,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020608101,030512088800206081,4,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,81,1,3. Both livestock and crop production,áŒˆá‰¥áˆµ,1. BARLEY,,,,,10,153. Sahin Large,,,2. NO,,,,,,,,,,,,,,,,,,,10,153. Sahin Large,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020608101,030512088800206081,5,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,81,1,3. Both livestock and crop production,á‰ á‰†áˆŽ,2. MAIZE,,,,,10,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,8,1. Kilogram,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,2,1. Kilogram,,2. SMOKING,,,0,0,0,100,100
03051208880020608101,030512088800206081,6,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,81,1,3. Both livestock and crop production,á‰¡áŠ“,72. COFFEE,2. 2011,2. October,2. 2011,4. December,35,1. Kilogram,,205,2. NO,,,,,,,,,,,,,,,,,,,10,1. Kilogram,,0,,,0,,,0,,,,,,,1. YES,3. Bags in House,,25,1. Kilogram,,4. DID NOTHING,,,75,25,0,0,100
03051208880020608101,030512088800206081,7,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,81,1,3. Both livestock and crop production,áŒŒáˆ¾,75. GESHO,2. 2011,3. November,2. 2011,3. November,1,3. Quintal,,85,2. NO,,,,,,,,,,,,,,,,,,,1,3. Quintal,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020608101,030512088800206081,8,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,81,1,3. Both livestock and crop production,áŠáŒ­ áˆ½áŠ•áŠ©áˆ­á‰µ,55. GARLIC,,,,,6,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,6,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
03051208880020608101,030512088800206081,9,030512088800206,1. RURAL,7505.813953488373,3. AMHARA,05,12,8,88,002,06,81,1,3. Both livestock and crop production,á‰€á‹­ áˆ½áŠ•áŠ©áˆ­á‰µ,58. ONION,,,,,8,1. Kilogram,,,2. NO,,,,,,,,,,,,,,,,,,,8,1. Kilogram,,0,,,0,,,0,,,,,,,2. NO,,,,,,,,,,,,,
